Subsystem;Alarm Description;ALID;SetEventCEID;ClearEventCEID;Alarm Code
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at front right optics on top substrate.;120849;120850;120851;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at front left optics on bottom substrate.;120852;120853;120854;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at rear left optics on bottom substrate.;120855;120856;120857;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Notch pin tangents don't cross each other.;120858;120859;120860;IrrecoverableError
GeminiFB.PP2.D.EAM.Algorithms.AnalogFeedbackSensorWECAlgorithm;Analog gap feedback sensors not ok.;120861;120862;120863;IrrecoverableError
GeminiFB.PP2.D.EAM.Algorithms.AnalogFeedbackSensorWECAlgorithm;Error while moving Bottom Table to contact position.;120864;120865;120866;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at rear left optics on top substrate.;120867;120868;120869;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Notch pin tangents opening angle exceeds maximum limit at rear right optics.;120870;120871;120872;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Notch pin tangents opening angle exceeds minimum limit at rear right optics.;120873;120874;120875;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Maximum alignment cycles reached. Alignment was not successful.;120876;120877;120878;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at front right optics on bottom substrate.;120879;120880;120881;IrrecoverableError
GeminiFB.PP2.D.EAM.Algorithms.AnalogFeedbackSensorWECAlgorithm;Sensor operation pressure is not valid range.;120882;120883;120884;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at front left optics on top substrate.;120885;120886;120887;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at front right optics on bottom substrate.;120888;120889;120890;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find flat at rear right optics on top substrate.;120891;120892;120893;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at front left optics on bottom substrate.;120894;120895;120896;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible notch pin tangent edge line left at rear right optics.;120897;120898;120899;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find notch at rear right optics on top substrate.;120900;120901;120902;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Edge Alignment was requested to abort.;120903;120904;120905;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at front left optics on top substrate.;120906;120907;120908;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find notch at rear right optics on bottom substrate.;120909;120910;120911;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at rear left optics on top substrate.;120912;120913;120914;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find edge line at front right optics on top substrate.;120915;120916;120917;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find a plausible edge line at rear left optics on bottom substrate.;120918;120919;120920;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Unable to move alignment stage axis alignment offset.;120921;120922;120923;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.EdgeAlignment;Can't find flat at rear right optics on bottom substrate.;120924;120925;120926;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.SlideOffDetection;Error finding reference position for wafer slide detection.;120927;120928;120929;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;120930;120931;120932;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;No valid objective turret selected. Add one to the optics configuration.;120933;120934;120935;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;An unexpected failure occurred. Please contact EVG TechSupport.;120936;120937;120938;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;At least one bond chuck Substrate Clamp is in.;120939;120940;120941;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Detect Material: Can't detect Top or Bottom Substrate.;120942;120943;120944;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;Error moving Bottom Table to substrates pre contact position.;120945;120946;120947;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;120948;120949;120950;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;No valid objective selected. Run the 'Change Objective' process.;120951;120952;120953;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;Homing not possible because top loading pins are occupied.;120954;120955;120956;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Top Loading Pins not available according to digital input.;120957;120958;120959;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;Bond chuck carries a substrate.;120960;120961;120962;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Error moving Bottom Table to substrates contact position.;120963;120964;120965;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Unabe to move optics to bottom substrate pattern position.;120966;120967;120968;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Could not save camera image.;120969;120970;120971;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;The bond chuck diameter doesn't correspond with the substrate diameter.;120972;120973;120974;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Unable to detect material. Top and bottom locations are occupied.;120975;120976;120977;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;120978;120979;120980;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Home Process;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;120981;120982;120983;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Error moving Bottom Table to separation position.;120984;120985;120986;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;Error moving Bottom Table to tacking gap position.;120987;120988;120989;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Home Process;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;120990;120991;120992;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;120993;120994;120995;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;No valid objective turret selected. Add one to the optics configuration.;120996;120997;120998;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;An unexpected failure occurred. Please contact EVG TechSupport.;120999;121000;121001;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;At least one bond chuck Substrate Clamp is in.;121002;121003;121004;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Detect Material: Can't detect Top or Bottom Substrate.;121005;121006;121007;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Error moving Bottom Table to substrates pre contact position.;121008;121009;121010;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121011;121012;121013;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;No valid objective selected. Run the 'Change Objective' process.;121014;121015;121016;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Top Loading Pins not available according to digital input.;121017;121018;121019;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Bond chuck carries a substrate.;121020;121021;121022;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Error moving Bottom Table to substrates contact position.;121023;121024;121025;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Unabe to move optics to bottom substrate pattern position.;121026;121027;121028;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Could not save camera image.;121029;121030;121031;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;The bond chuck diameter doesn't correspond with the substrate diameter.;121032;121033;121034;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Unable to detect material. Top and bottom locations are occupied.;121035;121036;121037;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121038;121039;121040;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121041;121042;121043;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Error moving Bottom Table to separation position.;121044;121045;121046;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;Error moving Bottom Table to tacking gap position.;121047;121048;121049;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121050;121051;121052;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.IdleProcess;An unexpected failure occurred. Please contact EVG TechSupport.;121053;121054;121055;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121056;121057;121058;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;No valid objective turret selected. Add one to the optics configuration.;121059;121060;121061;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;An unexpected failure occurred. Please contact EVG TechSupport.;121062;121063;121064;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;At least one bond chuck Substrate Clamp is in.;121065;121066;121067;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Detect Material: Can't detect Top or Bottom Substrate.;121068;121069;121070;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;Error moving Bottom Table to substrates pre contact position.;121071;121072;121073;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121074;121075;121076;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;No valid objective selected. Run the 'Change Objective' process.;121077;121078;121079;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;Top Loading Pins not available according to digital input.;121080;121081;121082;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;Bond chuck carries a substrate.;121083;121084;121085;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Error moving Bottom Table to substrates contact position.;121086;121087;121088;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Unabe to move optics to bottom substrate pattern position.;121089;121090;121091;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Could not save camera image.;121092;121093;121094;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;The bond chuck diameter doesn't correspond with the substrate diameter.;121095;121096;121097;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Unable to detect material. Top and bottom locations are occupied.;121098;121099;121100;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121101;121102;121103;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Initialize;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121104;121105;121106;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Error moving Bottom Table to separation position.;121107;121108;121109;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;Error moving Bottom Table to tacking gap position.;121110;121111;121112;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Initialize;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121113;121114;121115;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121116;121117;121118;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;No valid objective turret selected. Add one to the optics configuration.;121119;121120;121121;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;An unexpected failure occurred. Please contact EVG TechSupport.;121122;121123;121124;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;At least one bond chuck Substrate Clamp is in.;121125;121126;121127;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Detect Material: Can't detect Top or Bottom Substrate.;121128;121129;121130;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Error moving Bottom Table to substrates pre contact position.;121131;121132;121133;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121134;121135;121136;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;No valid objective selected. Run the 'Change Objective' process.;121137;121138;121139;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Top Loading Pins not available according to digital input.;121140;121141;121142;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Bond chuck carries a substrate.;121143;121144;121145;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Error moving Bottom Table to substrates contact position.;121146;121147;121148;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Unabe to move optics to bottom substrate pattern position.;121149;121150;121151;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Could not save camera image.;121152;121153;121154;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;The bond chuck diameter doesn't correspond with the substrate diameter.;121155;121156;121157;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Unable to detect material. Top and bottom locations are occupied.;121158;121159;121160;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121161;121162;121163;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121164;121165;121166;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Error moving Bottom Table to separation position.;121167;121168;121169;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;Error moving Bottom Table to tacking gap position.;121170;121171;121172;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Objective Change Process;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121173;121174;121175;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121176;121177;121178;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;No valid objective turret selected. Add one to the optics configuration.;121179;121180;121181;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;An unexpected failure occurred. Please contact EVG TechSupport.;121182;121183;121184;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;At least one bond chuck Substrate Clamp is in.;121185;121186;121187;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Detect Material: Can't detect Top or Bottom Substrate.;121188;121189;121190;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;Error moving Bottom Table to substrates pre contact position.;121191;121192;121193;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121194;121195;121196;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;No valid objective selected. Run the 'Change Objective' process.;121197;121198;121199;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;Top Loading Pins not available according to digital input.;121200;121201;121202;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;Bond chuck carries a substrate.;121203;121204;121205;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Error moving Bottom Table to substrates contact position.;121206;121207;121208;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Unabe to move optics to bottom substrate pattern position.;121209;121210;121211;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Could not save camera image.;121212;121213;121214;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;The bond chuck diameter doesn't correspond with the substrate diameter.;121215;121216;121217;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Unable to detect material. Top and bottom locations are occupied.;121218;121219;121220;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121221;121222;121223;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Setup;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121224;121225;121226;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Error moving Bottom Table to separation position.;121227;121228;121229;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;Error moving Bottom Table to tacking gap position.;121230;121231;121232;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Setup;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121233;121234;121235;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121236;121237;121238;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;No valid objective turret selected. Add one to the optics configuration.;121239;121240;121241;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;An unexpected failure occurred. Please contact EVG TechSupport.;121242;121243;121244;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;At least one bond chuck Substrate Clamp is in.;121245;121246;121247;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Detect Material: Can't detect Top or Bottom Substrate.;121248;121249;121250;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Error moving Bottom Table to substrates pre contact position.;121251;121252;121253;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121254;121255;121256;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;No valid objective selected. Run the 'Change Objective' process.;121257;121258;121259;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Top Loading Pins not available according to digital input.;121260;121261;121262;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Bond chuck carries a substrate.;121263;121264;121265;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Error moving Bottom Table to substrates contact position.;121266;121267;121268;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Unabe to move optics to bottom substrate pattern position.;121269;121270;121271;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Could not save camera image.;121272;121273;121274;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;The bond chuck diameter doesn't correspond with the substrate diameter.;121275;121276;121277;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Unable to detect material. Top and bottom locations are occupied.;121278;121279;121280;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121281;121282;121283;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121284;121285;121286;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Error moving Bottom Table to separation position.;121287;121288;121289;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;Error moving Bottom Table to tacking gap position.;121290;121291;121292;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Chuck Change Process;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121293;121294;121295;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121296;121297;121298;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;No valid objective turret selected. Add one to the optics configuration.;121299;121300;121301;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;An unexpected failure occurred. Please contact EVG TechSupport.;121302;121303;121304;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;At least one bond chuck Substrate Clamp is in.;121305;121306;121307;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Detect Material: Can't detect Top or Bottom Substrate.;121308;121309;121310;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Error moving Bottom Table to substrates pre contact position.;121311;121312;121313;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121314;121315;121316;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;No valid objective selected. Run the 'Change Objective' process.;121317;121318;121319;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Top Loading Pins not available according to digital input.;121320;121321;121322;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Bond chuck carries a substrate.;121323;121324;121325;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Error moving Bottom Table to substrates contact position.;121326;121327;121328;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Unabe to move optics to bottom substrate pattern position.;121329;121330;121331;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Could not save camera image.;121332;121333;121334;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;The bond chuck diameter doesn't correspond with the substrate diameter.;121335;121336;121337;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Unable to detect material. Top and bottom locations are occupied.;121338;121339;121340;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121341;121342;121343;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121344;121345;121346;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Error moving Bottom Table to separation position.;121347;121348;121349;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;Error moving Bottom Table to tacking gap position.;121350;121351;121352;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Loading Pins Change Process;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121353;121354;121355;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121356;121357;121358;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;No valid objective turret selected. Add one to the optics configuration.;121359;121360;121361;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;An unexpected failure occurred. Please contact EVG TechSupport.;121362;121363;121364;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;At least one bond chuck Substrate Clamp is in.;121365;121366;121367;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Detect Material: Can't detect Top or Bottom Substrate.;121368;121369;121370;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Error moving Bottom Table to substrates pre contact position.;121371;121372;121373;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121374;121375;121376;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;No valid objective selected. Run the 'Change Objective' process.;121377;121378;121379;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Top Loading Pins not available according to digital input.;121380;121381;121382;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Bond chuck carries a substrate.;121383;121384;121385;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Error moving Bottom Table to substrates contact position.;121386;121387;121388;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Unabe to move optics to bottom substrate pattern position.;121389;121390;121391;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Could not save camera image.;121392;121393;121394;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;The bond chuck diameter doesn't correspond with the substrate diameter.;121395;121396;121397;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Unable to detect material. Top and bottom locations are occupied.;121398;121399;121400;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121401;121402;121403;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121404;121405;121406;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Error moving Bottom Table to separation position.;121407;121408;121409;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;Error moving Bottom Table to tacking gap position.;121410;121411;121412;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.Top Wafer Transfer Process;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121413;121414;121415;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121416;121417;121418;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;No valid objective turret selected. Add one to the optics configuration.;121419;121420;121421;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;An unexpected failure occurred. Please contact EVG TechSupport.;121422;121423;121424;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;At least one bond chuck Substrate Clamp is in.;121425;121426;121427;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Detect Material: Can't detect Top or Bottom Substrate.;121428;121429;121430;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Error moving Bottom Table to substrates pre contact position.;121431;121432;121433;IrrecoverableError
